web-scraper-order,web-scraper-start-url,pokemon_normaux,pokemon_normaux-href,id_pokemon,nom_pokemon,taille,poids,Points de vie de base,Attaque de base,Défense de base,Attaque spéciale de base,Défense spéciale de base,Vitesse de base,Type_pokemon1-src
"1530535947-2094","https://ivpokemon.fr/liste-pokemon","Paras","https://ivpokemon.fr/infos-pokemon?id=46","#46","Paras","0.3 m","5.4 kg","35","70","55","45","55","25","https://ivpokemon.fr/ressources/images/types/12.png"
"1530534338-1113","https://ivpokemon.fr/liste-pokemon","Desséliande","https://ivpokemon.fr/infos-pokemon?id=709","#709","Desséliande","1.5 m","71 kg","85","110","76","65","82","56","https://ivpokemon.fr/ressources/images/types/8.png"
"1530535012-1575","https://ivpokemon.fr/liste-pokemon","Keunotor","https://ivpokemon.fr/infos-pokemon?id=399","#399","Keunotor","0.5 m","20 kg","59","45","40","35","40","31","https://ivpokemon.fr/ressources/images/types/1.png"
"1530535450-1837","https://ivpokemon.fr/liste-pokemon","Rémoraid","https://ivpokemon.fr/infos-pokemon?id=223","#223","Rémoraid","0.6 m","12 kg","35","65","35","65","35","65","https://ivpokemon.fr/ressources/images/types/11.png"
"1530534631-1319","https://ivpokemon.fr/liste-pokemon","Méios","https://ivpokemon.fr/infos-pokemon?id=578","#578","Méios","0.6 m","8 kg","65","40","50","125","60","30","https://ivpokemon.fr/ressources/images/types/14.png"
"1530535806-2036","https://ivpokemon.fr/liste-pokemon","Dodrio","https://ivpokemon.fr/infos-pokemon?id=85","#85","Dodrio","1.8 m","85.2 kg","60","110","70","60","60","100","https://ivpokemon.fr/ressources/images/types/1.png"
"1530535823-2051","https://ivpokemon.fr/liste-pokemon","Ponyta","https://ivpokemon.fr/infos-pokemon?id=77","#77","Ponyta","1 m","30 kg","50","85","55","65","65","90","https://ivpokemon.fr/ressources/images/types/10.png"
"1530535159-1678","https://ivpokemon.fr/liste-pokemon","Libégon","https://ivpokemon.fr/infos-pokemon?id=330","#330","Libégon","2 m","82 kg","80","100","80","80","80","100","https://ivpokemon.fr/ressources/images/types/5.png"
"1530534910-1504","https://ivpokemon.fr/liste-pokemon","Riolu","https://ivpokemon.fr/infos-pokemon?id=447","#447","Riolu","0.7 m","20.2 kg","40","70","40","35","40","60","https://ivpokemon.fr/ressources/images/types/2.png"
"1530535810-2041","https://ivpokemon.fr/liste-pokemon","Canarticho","https://ivpokemon.fr/infos-pokemon?id=83","#83","Canarticho","0.8 m","15 kg","52","65","55","58","62","60","https://ivpokemon.fr/ressources/images/types/3.png"
"1530536158-2153","https://ivpokemon.fr/liste-pokemon","Dracaufeu","https://ivpokemon.fr/infos-pokemon?id=6","#6","Dracaufeu","1.7 m","90.5 kg","78","84","78","109","85","100","https://ivpokemon.fr/ressources/images/types/3.png"
"1530535782-2019","https://ivpokemon.fr/liste-pokemon","Soporifik","https://ivpokemon.fr/infos-pokemon?id=96","#96","Soporifik","1 m","32.4 kg","60","48","45","43","90","42","https://ivpokemon.fr/ressources/images/types/14.png"
"1530535733-1992","https://ivpokemon.fr/liste-pokemon","Poissoroy","https://ivpokemon.fr/infos-pokemon?id=119","#119","Poissoroy","1.3 m","39 kg","80","92","65","65","80","68","https://ivpokemon.fr/ressources/images/types/11.png"
"1530535004-1570","https://ivpokemon.fr/liste-pokemon","Lixy","https://ivpokemon.fr/infos-pokemon?id=403","#403","Lixy","0.5 m","9.5 kg","45","65","34","40","34","45","https://ivpokemon.fr/ressources/images/types/13.png"
"1530535307-1735","https://ivpokemon.fr/liste-pokemon","Ningale","https://ivpokemon.fr/infos-pokemon?id=290","#290","Ningale","0.5 m","5.5 kg","31","45","90","30","30","40","https://ivpokemon.fr/ressources/images/types/7.png"
"1530535970-2112","https://ivpokemon.fr/liste-pokemon","Mélofée","https://ivpokemon.fr/infos-pokemon?id=35","#35","Mélofée","0.6 m","7.5 kg","70","45","48","60","65","35","https://ivpokemon.fr/ressources/images/types/18.png"
"1530535584-1890","https://ivpokemon.fr/liste-pokemon","Cotovol","https://ivpokemon.fr/infos-pokemon?id=189","#189","Cotovol","0.8 m","3 kg","75","55","70","55","95","110","https://ivpokemon.fr/ressources/images/types/3.png"
"1530535748-1999","https://ivpokemon.fr/liste-pokemon","Rhinoféros","https://ivpokemon.fr/infos-pokemon?id=112","#112","Rhinoféros","1.9 m","120 kg","105","130","120","45","45","40","https://ivpokemon.fr/ressources/images/types/5.png"
"1530535335-1757","https://ivpokemon.fr/liste-pokemon","Hélédelle","https://ivpokemon.fr/infos-pokemon?id=277","#277","Hélédelle","0.7 m","19.8 kg","60","85","60","50","50","125","https://ivpokemon.fr/ressources/images/types/1.png"
"1530534383-1149","https://ivpokemon.fr/liste-pokemon","Opermine","https://ivpokemon.fr/infos-pokemon?id=688","#688","Opermine","0.5 m","31 kg","42","52","67","39","56","50","https://ivpokemon.fr/ressources/images/types/6.png"
"1530535721-1982","https://ivpokemon.fr/liste-pokemon","Élektek","https://ivpokemon.fr/infos-pokemon?id=125","#125","Élektek","1.1 m","30 kg","65","83","57","95","85","105","https://ivpokemon.fr/ressources/images/types/13.png"
"1530535942-2089","https://ivpokemon.fr/liste-pokemon","Mimitoss","https://ivpokemon.fr/infos-pokemon?id=48","#48","Mimitoss","1 m","30 kg","60","55","50","40","55","45","https://ivpokemon.fr/ressources/images/types/7.png"
"1530535710-1977","https://ivpokemon.fr/liste-pokemon","Léviator","https://ivpokemon.fr/infos-pokemon?id=130","#130","Léviator","6.5 m","235 kg","95","125","79","60","100","81","https://ivpokemon.fr/ressources/images/types/3.png"
"1530535437-1826","https://ivpokemon.fr/liste-pokemon","Démolosse","https://ivpokemon.fr/infos-pokemon?id=229","#229","Démolosse","1.4 m","35 kg","75","90","50","110","80","95","https://ivpokemon.fr/ressources/images/types/17.png"
"1530535492-1870","https://ivpokemon.fr/liste-pokemon","Girafarig","https://ivpokemon.fr/infos-pokemon?id=203","#203","Girafarig","1.5 m","41.5 kg","70","80","65","90","65","85","https://ivpokemon.fr/ressources/images/types/14.png"
"1530534766-1410","https://ivpokemon.fr/liste-pokemon","Flotajou","https://ivpokemon.fr/infos-pokemon?id=515","#515","Flotajou","0.6 m","13.5 kg","50","53","48","53","48","64","https://ivpokemon.fr/ressources/images/types/11.png"
"1530534362-1132","https://ivpokemon.fr/liste-pokemon","Amagara","https://ivpokemon.fr/infos-pokemon?id=698","#698","Amagara","1.3 m","25.2 kg","77","59","50","67","63","46","https://ivpokemon.fr/ressources/images/types/15.png"
"1530534789-1421","https://ivpokemon.fr/liste-pokemon","Ratentif","https://ivpokemon.fr/infos-pokemon?id=504","#504","Ratentif","0.5 m","11.6 kg","45","55","39","35","39","42","https://ivpokemon.fr/ressources/images/types/1.png"
"1530535819-2049","https://ivpokemon.fr/liste-pokemon","Ramoloss","https://ivpokemon.fr/infos-pokemon?id=79","#79","Ramoloss","1.2 m","36 kg","90","65","65","40","40","15","https://ivpokemon.fr/ressources/images/types/14.png"
"1530534311-1090","https://ivpokemon.fr/liste-pokemon","Brindibou","https://ivpokemon.fr/infos-pokemon?id=722","#722","Brindibou","0.3 m","1.5 kg","68","55","55","50","50","42","https://ivpokemon.fr/ressources/images/types/12.png"
"1530534674-1347","https://ivpokemon.fr/liste-pokemon","Crabaraque","https://ivpokemon.fr/infos-pokemon?id=558","#558","Crabaraque","1.4 m","200 kg","70","95","125","65","75","45","https://ivpokemon.fr/ressources/images/types/6.png"
"1530535290-1725","https://ivpokemon.fr/liste-pokemon","Azurill","https://ivpokemon.fr/infos-pokemon?id=298","#298","Azurill","0.2 m","2 kg","50","20","40","20","40","20","https://ivpokemon.fr/ressources/images/types/18.png"
"1530534488-1225","https://ivpokemon.fr/liste-pokemon","Terrakium","https://ivpokemon.fr/infos-pokemon?id=639","#639","Terrakium","1.9 m","260 kg","91","129","90","72","90","108","https://ivpokemon.fr/ressources/images/types/2.png"
"1530535458-1844","https://ivpokemon.fr/liste-pokemon","Volcaropod","https://ivpokemon.fr/infos-pokemon?id=219","#219","Volcaropod","0.8 m","55 kg","50","50","120","80","80","30","https://ivpokemon.fr/ressources/images/types/10.png"
"1530534600-1307","https://ivpokemon.fr/liste-pokemon","Haydaim","https://ivpokemon.fr/infos-pokemon?id=586","#586","Haydaim","1.9 m","92.5 kg","80","100","70","60","70","95","https://ivpokemon.fr/ressources/images/types/1.png"
"1530534642-1324","https://ivpokemon.fr/liste-pokemon","Pashmilla","https://ivpokemon.fr/infos-pokemon?id=573","#573","Pashmilla","0.5 m","7.5 kg","75","95","60","65","60","115","https://ivpokemon.fr/ressources/images/types/1.png"
"1530535727-1987","https://ivpokemon.fr/liste-pokemon","M. Mime","https://ivpokemon.fr/infos-pokemon?id=122","#122","M. Mime","1.3 m","54.5 kg","40","45","65","100","120","90","https://ivpokemon.fr/ressources/images/types/14.png"
"1530535469-1852","https://ivpokemon.fr/liste-pokemon","Scarhino","https://ivpokemon.fr/infos-pokemon?id=214","#214","Scarhino","1.5 m","54 kg","80","125","75","40","95","85","https://ivpokemon.fr/ressources/images/types/2.png"
"1530534900-1496","https://ivpokemon.fr/liste-pokemon","Drascore","https://ivpokemon.fr/infos-pokemon?id=452","#452","Drascore","1.3 m","61.5 kg","70","90","110","60","75","95","https://ivpokemon.fr/ressources/images/types/4.png"
"1530534946-1532","https://ivpokemon.fr/liste-pokemon","Corboss","https://ivpokemon.fr/infos-pokemon?id=430","#430","Corboss","0.9 m","27.3 kg","100","125","52","105","52","71","https://ivpokemon.fr/ressources/images/types/3.png"
"1530534334-1110","https://ivpokemon.fr/liste-pokemon","Banshitrouye","https://ivpokemon.fr/infos-pokemon?id=711","#711","Banshitrouye","0.9 m","12.5 kg","65","90","122","58","75","84","https://ivpokemon.fr/ressources/images/types/12.png"
"1530535015-1576","https://ivpokemon.fr/liste-pokemon","Étouraptor","https://ivpokemon.fr/infos-pokemon?id=398","#398","Étouraptor","1.2 m","24.9 kg","85","120","70","50","60","100","https://ivpokemon.fr/ressources/images/types/1.png"
"1530534554-1274","https://ivpokemon.fr/liste-pokemon","Mélancolux","https://ivpokemon.fr/infos-pokemon?id=608","#608","Mélancolux","0.6 m","13 kg","60","40","60","95","60","55","https://ivpokemon.fr/ressources/images/types/10.png"
"1530535040-1595","https://ivpokemon.fr/liste-pokemon","Deoxys","https://ivpokemon.fr/infos-pokemon?id=386","#386","Deoxys","1.7 m","60.8 kg","50","150","50","150","50","150","https://ivpokemon.fr/ressources/images/types/14.png"
"1530534248-1046","https://ivpokemon.fr/liste-pokemon","Araqua","https://ivpokemon.fr/infos-pokemon?id=751","#751","Araqua","0.3 m","4 kg","38","40","52","40","72","27","https://ivpokemon.fr/ressources/images/types/7.png"
"1530534246-1044","https://ivpokemon.fr/liste-pokemon","Tarenbulle","https://ivpokemon.fr/infos-pokemon?id=752","#752","Tarenbulle","1.8 m","82 kg","68","70","92","50","132","42","https://ivpokemon.fr/ressources/images/types/7.png"
"1530534978-1551","https://ivpokemon.fr/liste-pokemon","Apitrini","https://ivpokemon.fr/infos-pokemon?id=415","#415","Apitrini","0.3 m","5.5 kg","30","30","42","30","42","70","https://ivpokemon.fr/ressources/images/types/7.png"
"1530535151-1671","https://ivpokemon.fr/liste-pokemon","Altaria","https://ivpokemon.fr/infos-pokemon?id=334","#334","Altaria","1.1 m","20.6 kg","75","70","90","70","105","80","https://ivpokemon.fr/ressources/images/types/16.png"
"1530534257-1052","https://ivpokemon.fr/liste-pokemon","Vorastérie","https://ivpokemon.fr/infos-pokemon?id=747","#747","Vorastérie","0.4 m","8 kg","50","53","62","43","52","45","https://ivpokemon.fr/ressources/images/types/11.png"
"1530535701-1971","https://ivpokemon.fr/liste-pokemon","Aquali","https://ivpokemon.fr/infos-pokemon?id=134","#134","Aquali","1 m","29 kg","130","65","60","110","95","65","https://ivpokemon.fr/ressources/images/types/11.png"
"1530535955-2101","https://ivpokemon.fr/liste-pokemon","Nosferalto","https://ivpokemon.fr/infos-pokemon?id=42","#42","Nosferalto","1.6 m","55 kg","75","80","70","65","75","90","https://ivpokemon.fr/ressources/images/types/4.png"
"1530535214-1716","https://ivpokemon.fr/liste-pokemon","Galekid","https://ivpokemon.fr/infos-pokemon?id=304","#304","Galekid","0.4 m","60 kg","50","70","100","40","40","30","https://ivpokemon.fr/ressources/images/types/6.png"
"1530534579-1290","https://ivpokemon.fr/liste-pokemon","Mygavolt","https://ivpokemon.fr/infos-pokemon?id=596","#596","Mygavolt","0.8 m","14.3 kg","70","77","60","97","60","108","https://ivpokemon.fr/ressources/images/types/13.png"
"1530535435-1824","https://ivpokemon.fr/liste-pokemon","Hyporoi","https://ivpokemon.fr/infos-pokemon?id=230","#230","Hyporoi","1.8 m","152 kg","75","95","95","95","95","85","https://ivpokemon.fr/ressources/images/types/11.png"
"1530534371-1140","https://ivpokemon.fr/liste-pokemon","Galvaran","https://ivpokemon.fr/infos-pokemon?id=694","#694","Galvaran","0.5 m","6 kg","44","38","33","61","43","70","https://ivpokemon.fr/ressources/images/types/1.png"
"1530534569-1282","https://ivpokemon.fr/liste-pokemon","Cliticlic","https://ivpokemon.fr/infos-pokemon?id=601","#601","Cliticlic","0.6 m","81 kg","60","100","115","70","85","90","https://ivpokemon.fr/ressources/images/types/9.png"
"1530534997-1566","https://ivpokemon.fr/liste-pokemon","Rozbouton","https://ivpokemon.fr/infos-pokemon?id=406","#406","Rozbouton","0.2 m","1.2 kg","40","30","35","50","70","55","https://ivpokemon.fr/ressources/images/types/12.png"
"1530534667-1340","https://ivpokemon.fr/liste-pokemon","Cryptéro","https://ivpokemon.fr/infos-pokemon?id=561","#561","Cryptéro","1.4 m","14 kg","72","58","80","103","80","97","https://ivpokemon.fr/ressources/images/types/14.png"
"1530535029-1588","https://ivpokemon.fr/liste-pokemon","Chimpenfeu","https://ivpokemon.fr/infos-pokemon?id=391","#391","Chimpenfeu","0.9 m","22 kg","64","78","52","78","52","81","https://ivpokemon.fr/ressources/images/types/10.png"
"1530534143-963","https://ivpokemon.fr/liste-pokemon","Necrozma","https://ivpokemon.fr/infos-pokemon?id=800","#800","Necrozma","2.4 m","230 kg","97","107","101","127","89","79","https://ivpokemon.fr/ressources/images/types/14.png"
"1530535667-1946","https://ivpokemon.fr/liste-pokemon","Mewtwo","https://ivpokemon.fr/infos-pokemon?id=150","#150","Mewtwo","2 m","122 kg","106","110","90","154","90","130","https://ivpokemon.fr/ressources/images/types/14.png"
"1530535048-1601","https://ivpokemon.fr/liste-pokemon","Kyogre","https://ivpokemon.fr/infos-pokemon?id=382","#382","Kyogre","4.5 m","352 kg","100","100","90","150","140","90","https://ivpokemon.fr/ressources/images/types/11.png"
"1530535800-2032","https://ivpokemon.fr/liste-pokemon","Tadmorv","https://ivpokemon.fr/infos-pokemon?id=88","#88","Tadmorv","0.9 m","30 kg","80","80","50","40","50","25","https://ivpokemon.fr/ressources/images/types/4.png"
"1530534257-1051","https://ivpokemon.fr/liste-pokemon","Vorastérie","https://ivpokemon.fr/infos-pokemon?id=747","#747","Vorastérie","0.4 m","8 kg","50","53","62","43","52","45","https://ivpokemon.fr/ressources/images/types/4.png"
"1530535341-1763","https://ivpokemon.fr/liste-pokemon","Pifeuil","https://ivpokemon.fr/infos-pokemon?id=274","#274","Pifeuil","1 m","28 kg","70","70","40","60","40","60","https://ivpokemon.fr/ressources/images/types/12.png"
"1530535106-1639","https://ivpokemon.fr/liste-pokemon","Skelénox","https://ivpokemon.fr/infos-pokemon?id=355","#355","Skelénox","0.8 m","15 kg","20","40","90","30","90","25","https://ivpokemon.fr/ressources/images/types/8.png"
"1530534231-1031","https://ivpokemon.fr/liste-pokemon","Nounourson","https://ivpokemon.fr/infos-pokemon?id=759","#759","Nounourson","0.5 m","6.8 kg","70","75","50","45","50","50","https://ivpokemon.fr/ressources/images/types/1.png"
"1530535591-1895","https://ivpokemon.fr/liste-pokemon","Tarpaud","https://ivpokemon.fr/infos-pokemon?id=186","#186","Tarpaud","1.1 m","33.9 kg","90","75","75","90","100","70","https://ivpokemon.fr/ressources/images/types/11.png"
"1530535961-2107","https://ivpokemon.fr/liste-pokemon","Rondoudou","https://ivpokemon.fr/infos-pokemon?id=39","#39","Rondoudou","0.5 m","5.5 kg","115","45","20","45","25","20","https://ivpokemon.fr/ressources/images/types/1.png"
"1530535691-1965","https://ivpokemon.fr/liste-pokemon","Amonistar","https://ivpokemon.fr/infos-pokemon?id=139","#139","Amonistar","1 m","35 kg","70","60","125","115","70","55","https://ivpokemon.fr/ressources/images/types/11.png"
"1530534454-1197","https://ivpokemon.fr/liste-pokemon","Goupelin","https://ivpokemon.fr/infos-pokemon?id=655","#655","Goupelin","1.5 m","39 kg","75","69","72","114","100","104","https://ivpokemon.fr/ressources/images/types/10.png"
"1530534866-1471","https://ivpokemon.fr/liste-pokemon","Togekiss","https://ivpokemon.fr/infos-pokemon?id=468","#468","Togekiss","1.5 m","38 kg","85","50","95","120","115","80","https://ivpokemon.fr/ressources/images/types/18.png"
"1530535290-1724","https://ivpokemon.fr/liste-pokemon","Azurill","https://ivpokemon.fr/infos-pokemon?id=298","#298","Azurill","0.2 m","2 kg","50","20","40","20","40","20","https://ivpokemon.fr/ressources/images/types/1.png"
"1530535148-1670","https://ivpokemon.fr/liste-pokemon","Mangriff","https://ivpokemon.fr/infos-pokemon?id=335","#335","Mangriff","1.3 m","40.3 kg","73","115","60","60","60","90","https://ivpokemon.fr/ressources/images/types/1.png"
"1530534972-1547","https://ivpokemon.fr/liste-pokemon","Mustébouée","https://ivpokemon.fr/infos-pokemon?id=418","#418","Mustébouée","0.7 m","29.5 kg","55","65","35","60","30","85","https://ivpokemon.fr/ressources/images/types/11.png"
"1530534810-1434","https://ivpokemon.fr/liste-pokemon","Victini","https://ivpokemon.fr/infos-pokemon?id=494","#494","Victini","0.4 m","4 kg","100","100","100","100","100","100","https://ivpokemon.fr/ressources/images/types/10.png"
"1530535307-1736","https://ivpokemon.fr/liste-pokemon","Ningale","https://ivpokemon.fr/infos-pokemon?id=290","#290","Ningale","0.5 m","5.5 kg","31","45","90","30","30","40","https://ivpokemon.fr/ressources/images/types/5.png"
"1530535330-1753","https://ivpokemon.fr/liste-pokemon","Bekipan","https://ivpokemon.fr/infos-pokemon?id=279","#279","Bekipan","1.2 m","28 kg","60","50","100","85","70","65","https://ivpokemon.fr/ressources/images/types/11.png"
"1530535955-2102","https://ivpokemon.fr/liste-pokemon","Nosferalto","https://ivpokemon.fr/infos-pokemon?id=42","#42","Nosferalto","1.6 m","55 kg","75","80","70","65","75","90","https://ivpokemon.fr/ressources/images/types/3.png"
